Dist Code,Year,State Code,State,District,DISTRICT MALE FIELD LABOUR (Rs per Day),DISTRICT FEMALE FIELD LABOUR (Rs per Day),STATE MALE AVERAGE FIELD LABOUR (Rs per Day),STATE FEMALE AVERAGE FIELD LABOUR (Rs per Day)
59,2009,20,Telangana,Nalgonda,142.5,108.33,128.28,108.33
59,2012,20,Telangana,Nalgonda,195.9,161.59,227.14,161.59
59,2013,20,Telangana,Nalgonda,212.58,176.52,245.42,176.52
59,2014,20,Telangana,Nalgonda,290,194.27,256,194.27
59,2015,20,Telangana,Nalgonda,273.33,174,283.7,174
59,2016,20,Telangana,Nalgonda,215.5,166.75,290,166.75
59,2017,20,Telangana,Nalgonda,241.17,222.5,333,222.5
60,2000,20,Telangana,Warangal,45.83,33.3,45.93,33.3
60,2001,20,Telangana,Warangal,53.06,32.78,48.77,32.78
60,2002,20,Telangana,Warangal,56.18,34.17,49.14,34.17
60,2003,20,Telangana,Warangal,55.08,33.44,52.41,33.44
60,2004,20,Telangana,Warangal,54.58,32.36,55.75,32.36
60,2005,20,Telangana,Warangal,55.97,35.56,59.35,35.56
60,2006,20,Telangana,Warangal,60.56,37.36,66.79,37.36
60,2007,20,Telangana,Warangal,60.56,37.36,66.79,37.36
60,2008,20,Telangana,Warangal,79.17,55.56,99.21,55.56
60,2009,20,Telangana,Warangal,122.5,99.17,128.28,99.17
60,2012,20,Telangana,Warangal,222.95,129.19,227.14,129.19
60,2013,20,Telangana,Warangal,239.17,139.07,245.42,139.07
60,2014,20,Telangana,Warangal,259.09,132.7,256,132.7
60,2015,20,Telangana,Warangal,300,147.5,283.7,147.5
60,2016,20,Telangana,Warangal,305.67,151.45,290,151.45
60,2017,20,Telangana,Warangal,307.08,166.42,333,166.42
61,2000,20,Telangana,Khammam,45.84,33.32,45.93,33.32
61,2001,20,Telangana,Khammam,52.78,46.67,48.77,46.67
61,2002,20,Telangana,Khammam,50.14,41.81,49.14,41.81
61,2003,20,Telangana,Khammam,48.19,42.29,52.41,42.29
61,2004,20,Telangana,Khammam,48.33,41.67,55.75,41.67
61,2005,20,Telangana,Khammam,54.17,47.78,59.35,47.78
61,2006,20,Telangana,Khammam,69.31,60.97,66.79,60.97
61,2007,20,Telangana,Khammam,69.31,60.97,66.79,60.97
61,2008,20,Telangana,Khammam,109.72,88.75,99.21,88.75
61,2009,20,Telangana,Khammam,112.5,89.17,128.28,89.17
61,2012,20,Telangana,Khammam,247.06,203.76,227.14,203.76
61,2013,20,Telangana,Khammam,235.45,214.54,245.42,214.54
61,2014,20,Telangana,Khammam,230.3,200,256,200
61,2015,20,Telangana,Khammam,254.06,225,283.7,225
61,2016,20,Telangana,Khammam,206.82,200,290,200
61,2017,20,Telangana,Khammam,206.82,200,333,200
62,2000,20,Telangana,Karimnagar,45.84,33.33,45.93,33.33
62,2001,20,Telangana,Karimnagar,46.67,31.67,48.77,31.67
62,2002,20,Telangana,Karimnagar,50,36.67,49.14,36.67
62,2003,20,Telangana,Karimnagar,60.83,46.39,52.41,46.39
62,2004,20,Telangana,Karimnagar,65.69,51.53,55.75,51.53
62,2005,20,Telangana,Karimnagar,60.83,36.11,59.35,36.11
62,2006,20,Telangana,Karimnagar,63.89,39.31,66.79,39.31
62,2007,20,Telangana,Karimnagar,63.89,39.31,66.79,39.31
62,2008,20,Telangana,Karimnagar,115.97,77.22,99.21,77.22
62,2009,20,Telangana,Karimnagar,179.17,124.17,128.28,124.17
62,2012,20,Telangana,Karimnagar,298.48,149.32,227.14,149.32
62,2013,20,Telangana,Karimnagar,271.33,182.76,245.42,182.76
62,2014,20,Telangana,Karimnagar,328.17,181,256,181
62,2015,20,Telangana,Karimnagar,354.17,182.7,283.7,182.7
62,2016,20,Telangana,Karimnagar,441.67,195.67,290,195.67
62,2017,20,Telangana,Karimnagar,418.75,200.67,333,200.67
63,2000,20,Telangana,Adilabad,45.85,33.34,45.93,33.34
63,2001,20,Telangana,Adilabad,50.56,31.11,48.77,31.11
63,2002,20,Telangana,Adilabad,50,28.13,49.14,28.13
63,2003,20,Telangana,Adilabad,55,41.79,52.41,41.79
63,2004,20,Telangana,Adilabad,53,36.86,55.75,36.86
63,2005,20,Telangana,Adilabad,51.62,39.26,59.35,39.26
63,2006,20,Telangana,Adilabad,60.69,47.36,66.79,47.36
63,2007,20,Telangana,Adilabad,60.69,47.36,66.79,47.36
63,2008,20,Telangana,Adilabad,94.72,77.22,99.21,77.22
63,2009,20,Telangana,Adilabad,95.42,80,128.28,80
63,2014,20,Telangana,Adilabad,185.08,112.55,256,112.55
63,2015,20,Telangana,Adilabad,190.14,120.12,283.7,120.12
63,2016,20,Telangana,Adilabad,189.08,127.5,290,127.5
63,2017,20,Telangana,Adilabad,200,146.33,333,146.33
64,2016,5,Karnataka,Bangalore,362.73,341.82,326,341.82
64,2017,5,Karnataka,Bangalore,367.5,347.5,354,347.5
65,2000,5,Karnataka,Kolar,-1,-1,-1,-1
65,2001,5,Karnataka,Kolar,50,40,50.57,40
65,2002,5,Karnataka,Kolar,-1,-1,-1,-1
65,2003,5,Karnataka,Kolar,68.14,68.14,62.01,68.14
65,2004,5,Karnataka,Kolar,65.36,37.19,65.36,37.19
65,2005,5,Karnataka,Kolar,65.7,65.7,68.42,65.7
65,2006,5,Karnataka,Kolar,65.7,65.7,71.13,65.7
65,2007,5,Karnataka,Kolar,86.35,82.28,86.35,82.28
65,2008,5,Karnataka,Kolar,150,150,113.75,150
65,2009,5,Karnataka,Kolar,150,150,115.13,150
65,2012,5,Karnataka,Kolar,199.17,175.83,180.71,175.83
65,2013,5,Karnataka,Kolar,222.73,201.82,223.77,201.82
65,2014,5,Karnataka,Kolar,243.75,194.44,279,194.44
65,2015,5,Karnataka,Kolar,216.67,200,272.31,200
65,2016,5,Karnataka,Kolar,275,246.67,326,246.67
65,2017,5,Karnataka,Kolar,307.5,283.33,354,283.33
66,2000,5,Karnataka,Tumkur,-1,-1,-1,-1
66,2001,5,Karnataka,Tumkur,50,40,50.57,40
66,2002,5,Karnataka,Tumkur,-1,-1,-1,-1
66,2003,5,Karnataka,Tumkur,76,76,62.01,76
66,2004,5,Karnataka,Tumkur,52.3,34.47,65.36,34.47
66,2005,5,Karnataka,Tumkur,76.4,76.4,68.42,76.4
66,2006,5,Karnataka,Tumkur,78.71,76.4,71.13,76.4
66,2007,5,Karnataka,Tumkur,76.4,76.4,86.35,76.4
66,2008,5,Karnataka,Tumkur,76.4,76.4,113.75,76.4
66,2009,5,Karnataka,Tumkur,79.65,78.75,115.13,78.75
66,2012,5,Karnataka,Tumkur,173.33,166.67,180.71,166.67
66,2013,5,Karnataka,Tumkur,181.27,177.36,223.77,177.36
66,2014,5,Karnataka,Tumkur,211,173.75,279,173.75
66,2015,5,Karnataka,Tumkur,180,173.33,272.31,173.33
66,2016,5,Karnataka,Tumkur,241.67,196.67,326,196.67
66,2017,5,Karnataka,Tumkur,340,302.22,354,302.22
67,2000,5,Karnataka,Mysore,-1,-1,-1,-1
67,2001,5,Karnataka,Mysore,-1,-1,50.57,-1
67,2002,5,Karnataka,Mysore,-1,-1,-1,-1
67,2003,5,Karnataka,Mysore,-1,-1,62.01,-1
67,2004,5,Karnataka,Mysore,70.83,25,65.36,25
67,2005,5,Karnataka,Mysore,-1,-1,68.42,-1
67,2006,5,Karnataka,Mysore,70,70,71.13,70
67,2007,5,Karnataka,Mysore,120,120,86.35,120
67,2008,5,Karnataka,Mysore,112,112,113.75,112
67,2009,5,Karnataka,Mysore,122.73,122.73,115.13,122.73
67,2012,5,Karnataka,Mysore,176.67,167.5,180.71,167.5
67,2013,5,Karnataka,Mysore,170,160,223.77,160
67,2014,5,Karnataka,Mysore,300,280,279,280
67,2015,5,Karnataka,Mysore,220,210,272.31,210
67,2016,5,Karnataka,Mysore,290.91,270,326,270
67,2017,5,Karnataka,Mysore,337.5,295,354,295
68,2000,5,Karnataka,Mandya,-1,-1,-1,-1
68,2001,5,Karnataka,Mandya,-1,-1,50.57,-1
68,2002,5,Karnataka,Mandya,-1,-1,-1,-1
68,2003,5,Karnataka,Mandya,-1,-1,62.01,-1
68,2004,5,Karnataka,Mandya,84.86,34.58,65.36,34.58
68,2005,5,Karnataka,Mandya,-1,-1,68.42,-1
68,2006,5,Karnataka,Mandya,78.25,73.75,71.13,73.75
68,2007,5,Karnataka,Mandya,90,85.63,86.35,85.63
68,2008,5,Karnataka,Mandya,105.42,100.42,113.75,100.42
68,2009,5,Karnataka,Mandya,115.56,108.44,115.13,108.44
68,2012,5,Karnataka,Mandya,198.75,182.08,180.71,182.08
68,2013,5,Karnataka,Mandya,232.18,210.6,223.77,210.6
68,2014,5,Karnataka,Mandya,273.2,231.67,279,231.67
68,2015,5,Karnataka,Mandya,200,200,272.31,200
68,2016,5,Karnataka,Mandya,280,253.64,326,253.64
68,2017,5,Karnataka,Mandya,332.5,287.5,354,287.5
69,2000,5,Karnataka,Hassan,-1,-1,-1,-1
69,2001,5,Karnataka,Hassan,-1,-1,50.57,-1
69,2002,5,Karnataka,Hassan,-1,-1,-1,-1
69,2003,5,Karnataka,Hassan,-1,-1,62.01,-1
69,2004,5,Karnataka,Hassan,51.33,35.71,65.36,35.71
69,2005,5,Karnataka,Hassan,-1,-1,68.42,-1
69,2006,5,Karnataka,Hassan,-1,-1,71.13,-1
69,2007,5,Karnataka,Hassan,100,85,86.35,85
69,2008,5,Karnataka,Hassan,145.83,144.58,113.75,144.58
69,2009,5,Karnataka,Hassan,133.33,133.33,115.13,133.33
69,2012,5,Karnataka,Hassan,183.33,156.67,180.71,156.67
69,2013,5,Karnataka,Hassan,246.36,210.91,223.77,210.91
69,2014,5,Karnataka,Hassan,295.83,255,279,255
69,2015,5,Karnataka,Hassan,270,220,272.31,220
69,2016,5,Karnataka,Hassan,280,250,326,250
69,2017,5,Karnataka,Hassan,355,325,354,325
70,2000,5,Karnataka,Shimoge,-1,-1,-1,-1
70,2001,5,Karnataka,Shimoge,52.5,48.75,50.57,48.75
70,2002,5,Karnataka,Shimoge,-1,-1,-1,-1
70,2003,5,Karnataka,Shimoge,70,60,62.01,60
70,2004,5,Karnataka,Shimoge,52.95,40.05,65.36,40.05
70,2005,5,Karnataka,Shimoge,70,60,68.42,60
70,2006,5,Karnataka,Shimoge,71.13,68.01,71.13,68.01
70,2007,5,Karnataka,Shimoge,86.35,82.28,86.35,82.28
70,2008,5,Karnataka,Shimoge,112.73,111.27,113.75,111.27
70,2009,5,Karnataka,Shimoge,120,120,115.13,120
70,2012,5,Karnataka,Shimoge,169.17,156.67,180.71,156.67
70,2013,5,Karnataka,Shimoge,218,212.55,223.77,212.55
70,2014,5,Karnataka,Shimoge,290.8,239.8,279,239.8
70,2015,5,Karnataka,Shimoge,290,290,272.31,290
70,2016,5,Karnataka,Shimoge,340,296.67,326,296.67
70,2017,5,Karnataka,Shimoge,387.5,336.36,354,336.36
71,2000,5,Karnataka,Chickmagalur,-1,-1,-1,-1
71,2001,5,Karnataka,Chickmagalur,52,48,50.57,48
71,2002,5,Karnataka,Chickmagalur,-1,-1,-1,-1
71,2003,5,Karnataka,Chickmagalur,50,50,62.01,50
71,2004,5,Karnataka,Chickmagalur,57.81,43.33,65.36,43.33
71,2005,5,Karnataka,Chickmagalur,70,70,68.42,70
71,2006,5,Karnataka,Chickmagalur,70,70,71.13,70
71,2007,5,Karnataka,Chickmagalur,74.33,74.33,86.35,74.33
71,2008,5,Karnataka,Chickmagalur,85.5,85.5,113.75,85.5
71,2009,5,Karnataka,Chickmagalur,92.92,92.92,115.13,92.92
71,2012,5,Karnataka,Chickmagalur,180,155.83,180.71,155.83
71,2013,5,Karnataka,Chickmagalur,227.27,206.36,223.77,206.36
71,2014,5,Karnataka,Chickmagalur,273.33,257.5,279,257.5
71,2015,5,Karnataka,Chickmagalur,260,220,272.31,220
71,2016,5,Karnataka,Chickmagalur,340.91,292.73,326,292.73
71,2017,5,Karnataka,Chickmagalur,357.5,330,354,330
72,2000,5,Karnataka,Chitradurga,-1,-1,-1,-1
72,2001,5,Karnataka,Chitradurga,50,40,50.57,40
72,2002,5,Karnataka,Chitradurga,-1,-1,-1,-1
72,2003,5,Karnataka,Chitradurga,50,50,62.01,50
72,2004,5,Karnataka,Chitradurga,70.59,32.45,65.36,32.45
72,2005,5,Karnataka,Chitradurga,60,45,68.42,45
72,2006,5,Karnataka,Chitradurga,60,45,71.13,45
72,2007,5,Karnataka,Chitradurga,60,45,86.35,45
72,2008,5,Karnataka,Chitradurga,116.25,88,113.75,88
72,2009,5,Karnataka,Chitradurga,117.08,91.08,115.13,91.08
72,2012,5,Karnataka,Chitradurga,163.33,143.33,180.71,143.33
72,2013,5,Karnataka,Chitradurga,236.36,204.55,223.77,204.55
72,2014,5,Karnataka,Chitradurga,308.33,256.67,279,256.67
72,2015,5,Karnataka,Chitradurga,260,210,272.31,210
72,2016,5,Karnataka,Chitradurga,350,309.09,326,309.09
72,2017,5,Karnataka,Chitradurga,350,315,354,315
73,2000,5,Karnataka,Bellary,-1,-1,-1,-1
73,2001,5,Karnataka,Bellary,-1,-1,50.57,-1
73,2002,5,Karnataka,Bellary,-1,-1,-1,-1
73,2003,5,Karnataka,Bellary,-1,-1,62.01,-1
73,2004,5,Karnataka,Bellary,57.25,33.07,65.36,33.07
73,2005,5,Karnataka,Bellary,-1,-1,68.42,-1
73,2006,5,Karnataka,Bellary,-1,-1,71.13,-1
73,2007,5,Karnataka,Bellary,-1,-1,86.35,-1
73,2008,5,Karnataka,Bellary,137.5,137.5,113.75,137.5
73,2009,5,Karnataka,Bellary,120,111.67,115.13,111.67
73,2012,5,Karnataka,Bellary,161.67,148,180.71,148
73,2013,5,Karnataka,Bellary,175.83,162.5,223.77,162.5
73,2014,5,Karnataka,Bellary,350,325,279,325
73,2015,5,Karnataka,Bellary,500,500,272.31,500
73,2016,5,Karnataka,Bellary,483.33,350,326,350
73,2017,5,Karnataka,Bellary,410,357.5,354,357.5
74,2000,5,Karnataka,Dharwad,-1,-1,-1,-1
74,2001,5,Karnataka,Dharwad,-1,-1,50.57,-1
74,2002,5,Karnataka,Dharwad,-1,-1,-1,-1
74,2003,5,Karnataka,Dharwad,-1,-1,62.01,-1
74,2004,5,Karnataka,Dharwad,62.81,38.93,65.36,38.93
74,2005,5,Karnataka,Dharwad,-1,-1,68.42,-1
74,2006,5,Karnataka,Dharwad,-1,-1,71.13,-1
74,2007,5,Karnataka,Dharwad,-1,-1,86.35,-1
74,2008,5,Karnataka,Dharwad,-1,-1,113.75,-1
74,2009,5,Karnataka,Dharwad,-1,-1,115.13,-1
75,2000,5,Karnataka,Belgaum,-1,-1,-1,-1
75,2001,5,Karnataka,Belgaum,-1,-1,50.57,-1
75,2002,5,Karnataka,Belgaum,-1,-1,-1,-1
75,2003,5,Karnataka,Belgaum,-1,-1,62.01,-1
75,2004,5,Karnataka,Belgaum,55.62,35.49,65.36,35.49
75,2005,5,Karnataka,Belgaum,-1,-1,68.42,-1
75,2006,5,Karnataka,Belgaum,-1,-1,71.13,-1
75,2007,5,Karnataka,Belgaum,-1,-1,86.35,-1
75,2008,5,Karnataka,Belgaum,-1,-1,113.75,-1
75,2009,5,Karnataka,Belgaum,-1,-1,115.13,-1
76,2000,5,Karnataka,Bijapur / Vijayapura,-1,-1,-1,-1
76,2001,5,Karnataka,Bijapur / Vijayapura,-1,-1,50.57,-1
76,2002,5,Karnataka,Bijapur / Vijayapura,-1,-1,-1,-1
76,2003,5,Karnataka,Bijapur / Vijayapura,-1,-1,62.01,-1
76,2004,5,Karnataka,Bijapur / Vijayapura,97.66,42.32,65.36,42.32
76,2005,5,Karnataka,Bijapur / Vijayapura,-1,-1,68.42,-1
76,2006,5,Karnataka,Bijapur / Vijayapura,-1,-1,71.13,-1
76,2007,5,Karnataka,Bijapur / Vijayapura,-1,-1,86.35,-1
76,2008,5,Karnataka,Bijapur / Vijayapura,-1,-1,113.75,-1
76,2009,5,Karnataka,Bijapur / Vijayapura,-1,-1,115.13,-1
77,2000,5,Karnataka,Bidar,-1,-1,-1,-1
77,2001,5,Karnataka,Bidar,-1,-1,50.57,-1
77,2002,5,Karnataka,Bidar,-1,-1,-1,-1
77,2003,5,Karnataka,Bidar,-1,-1,62.01,-1
77,2004,5,Karnataka,Bidar,125.83,32.29,65.36,32.29
77,2005,5,Karnataka,Bidar,-1,-1,68.42,-1
77,2006,5,Karnataka,Bidar,-1,-1,71.13,-1
77,2007,5,Karnataka,Bidar,-1,-1,86.35,-1
77,2008,5,Karnataka,Bidar,-1,-1,113.75,-1
77,2009,5,Karnataka,Bidar,-1,-1,115.13,-1
78,2000,5,Karnataka,Raichur,-1,-1,-1,-1
78,2001,5,Karnataka,Raichur,-1,-1,50.57,-1
78,2002,5,Karnataka,Raichur,-1,-1,-1,-1
78,2003,5,Karnataka,Raichur,-1,-1,62.01,-1
78,2004,5,Karnataka,Raichur,60.36,32.85,65.36,32.85
78,2005,5,Karnataka,Raichur,-1,-1,68.42,-1
78,2006,5,Karnataka,Raichur,-1,-1,71.13,-1
78,2007,5,Karnataka,Raichur,-1,-1,86.35,-1
78,2008,5,Karnataka,Raichur,-1,-1,113.75,-1
78,2009,5,Karnataka,Raichur,-1,-1,115.13,-1
79,2000,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,-1,-1
79,2001,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,50.57,-1
79,2002,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,-1,-1
79,2003,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,62.01,-1
79,2004,5,Karnataka,Gulbarga / Kalaburagi,78.05,31.99,65.36,31.99
79,2005,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,68.42,-1
79,2006,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,71.13,-1
79,2007,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,86.35,-1
79,2008,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,113.75,-1
79,2009,5,Karnataka,Gulbarga / Kalaburagi,-1,-1,115.13,-1
80,2000,5,Karnataka,Dakshina Kannada,-1,-1,-1,-1
80,2001,5,Karnataka,Dakshina Kannada,-1,-1,50.57,-1
80,2002,5,Karnataka,Dakshina Kannada,-1,-1,-1,-1
80,2003,5,Karnataka,Dakshina Kannada,-1,-1,62.01,-1
80,2004,5,Karnataka,Dakshina Kannada,80,37.19,65.36,37.19
80,2005,5,Karnataka,Dakshina Kannada,-1,-1,68.42,-1
80,2006,5,Karnataka,Dakshina Kannada,-1,-1,71.13,-1
80,2007,5,Karnataka,Dakshina Kannada,-1,-1,86.35,-1
80,2008,5,Karnataka,Dakshina Kannada,-1,-1,113.75,-1
80,2009,5,Karnataka,Dakshina Kannada,-1,-1,115.13,-1
81,2000,5,Karnataka,Uttara Kannada,-1,-1,-1,-1
81,2001,5,Karnataka,Uttara Kannada,-1,-1,50.57,-1
81,2002,5,Karnataka,Uttara Kannada,-1,-1,-1,-1
81,2003,5,Karnataka,Uttara Kannada,-1,-1,62.01,-1
81,2004,5,Karnataka,Uttara Kannada,71.96,57.5,65.36,57.5
81,2005,5,Karnataka,Uttara Kannada,-1,-1,68.42,-1
81,2006,5,Karnataka,Uttara Kannada,-1,-1,71.13,-1
81,2007,5,Karnataka,Uttara Kannada,-1,-1,86.35,-1
81,2008,5,Karnataka,Uttara Kannada,-1,-1,113.75,-1
81,2009,5,Karnataka,Uttara Kannada,-1,-1,115.13,-1
82,2000,5,Karnataka,Kodagu / Coorg,-1,-1,-1,-1
82,2001,5,Karnataka,Kodagu / Coorg,-1,-1,50.57,-1
82,2002,5,Karnataka,Kodagu / Coorg,-1,-1,-1,-1
82,2003,5,Karnataka,Kodagu / Coorg,-1,-1,62.01,-1
82,2004,5,Karnataka,Kodagu / Coorg,80,65,65.36,65
82,2005,5,Karnataka,Kodagu / Coorg,-1,-1,68.42,-1
82,2006,5,Karnataka,Kodagu / Coorg,-1,-1,71.13,-1
82,2007,5,Karnataka,Kodagu / Coorg,-1,-1,86.35,-1
82,2008,5,Karnataka,Kodagu / Coorg,-1,-1,113.75,-1
82,2009,5,Karnataka,Kodagu / Coorg,-1,-1,115.13,-1
83,2000,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,65.15,48.93,64.19,48.93
83,2001,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,47.56,36.9,66.14,36.9
83,2002,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,55.7,42.31,69.48,42.31
83,2003,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,55.35,40.04,65.98,40.04
83,2004,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,55.2,43.34,67.55,43.34
83,2005,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,73.56,48.78,75.82,48.78
83,2006,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,72,53.01,82.19,53.01
83,2007,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,82.07,61.69,97.1,61.69
83,2008,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,88.04,74.01,120.93,74.01
83,2009,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,98.17,78.04,129.55,78.04
83,2012,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,253.85,-1,245.4,-1
83,2013,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,295,-1,253.21,-1
83,2014,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,295.08,-1,303,-1
83,2015,11,Tamil Nadu,Chengalpattu MGR / Kanchipuram,360.09,-1,334.5,-1
84,2000,11,Tamil Nadu,South Arcot / Cuddalore,63.2,41.61,64.19,41.61
84,2001,11,Tamil Nadu,South Arcot / Cuddalore,71.61,44.81,66.14,44.81
84,2002,11,Tamil Nadu,South Arcot / Cuddalore,71.47,45.71,69.48,45.71
84,2003,11,Tamil Nadu,South Arcot / Cuddalore,67.62,39.47,65.98,39.47
84,2004,11,Tamil Nadu,South Arcot / Cuddalore,67.84,41.2,67.55,41.2
84,2005,11,Tamil Nadu,South Arcot / Cuddalore,75.05,51.53,75.82,51.53
84,2006,11,Tamil Nadu,South Arcot / Cuddalore,71.5,55.22,82.19,55.22
84,2007,11,Tamil Nadu,South Arcot / Cuddalore,93.78,65.58,97.1,65.58
84,2008,11,Tamil Nadu,South Arcot / Cuddalore,115.75,71.95,120.93,71.95
84,2009,11,Tamil Nadu,South Arcot / Cuddalore,99.27,61.18,129.55,61.18
84,2012,11,Tamil Nadu,South Arcot / Cuddalore,286.78,-1,245.4,-1
84,2013,11,Tamil Nadu,South Arcot / Cuddalore,253.21,-1,253.21,-1
84,2014,11,Tamil Nadu,South Arcot / Cuddalore,-1,-1,303,-1
84,2015,11,Tamil Nadu,South Arcot / Cuddalore,-1,-1,334.5,-1
84,2016,11,Tamil Nadu,South Arcot / Cuddalore,500,-1,327,-1
84,2017,11,Tamil Nadu,South Arcot / Cuddalore,500,-1,346,-1
85,2000,11,Tamil Nadu,North Arcot / Vellore,53.17,34.93,64.19,34.93
85,2001,11,Tamil Nadu,North Arcot / Vellore,55.26,35.31,66.14,35.31
85,2002,11,Tamil Nadu,North Arcot / Vellore,51.25,32.84,69.48,32.84
85,2003,11,Tamil Nadu,North Arcot / Vellore,50.59,31.01,65.98,31.01
85,2004,11,Tamil Nadu,North Arcot / Vellore,50.38,31.58,67.55,31.58
85,2005,11,Tamil Nadu,North Arcot / Vellore,55.5,35.86,75.82,35.86
85,2006,11,Tamil Nadu,North Arcot / Vellore,54.03,39.47,82.19,39.47
85,2007,11,Tamil Nadu,North Arcot / Vellore,53.19,38.28,97.1,38.28
85,2008,11,Tamil Nadu,North Arcot / Vellore,78.53,52.04,120.93,52.04
85,2009,11,Tamil Nadu,North Arcot / Vellore,92.55,54.71,129.55,54.71
85,2012,11,Tamil Nadu,North Arcot / Vellore,298.5,-1,245.4,-1
85,2013,11,Tamil Nadu,North Arcot / Vellore,-1,-1,253.21,-1
85,2014,11,Tamil Nadu,North Arcot / Vellore,345.08,-1,303,-1
85,2015,11,Tamil Nadu,North Arcot / Vellore,360.36,-1,334.5,-1
85,2016,11,Tamil Nadu,North Arcot / Vellore,346.33,300,327,300
85,2017,11,Tamil Nadu,North Arcot / Vellore,415,-1,346,-1
86,2000,11,Tamil Nadu,Salem,67.22,42.31,64.19,42.31
86,2001,11,Tamil Nadu,Salem,64.36,37.58,66.14,37.58
86,2002,11,Tamil Nadu,Salem,64.93,33.38,69.48,33.38
86,2003,11,Tamil Nadu,Salem,60.45,29.66,65.98,29.66
86,2004,11,Tamil Nadu,Salem,62.96,28.74,67.55,28.74
86,2005,11,Tamil Nadu,Salem,67,34.07,75.82,34.07
86,2006,11,Tamil Nadu,Salem,77.81,39.91,82.19,39.91
86,2007,11,Tamil Nadu,Salem,88.72,37.72,97.1,37.72
86,2008,11,Tamil Nadu,Salem,103.01,46.33,120.93,46.33
86,2009,11,Tamil Nadu,Salem,117.67,58.5,129.55,58.5
86,2012,11,Tamil Nadu,Salem,280,-1,245.4,-1
86,2013,11,Tamil Nadu,Salem,-1,-1,253.21,-1
86,2014,11,Tamil Nadu,Salem,483.33,-1,303,-1
86,2015,11,Tamil Nadu,Salem,334.5,-1,334.5,-1
86,2017,11,Tamil Nadu,Salem,346,-1,346,-1
87,2000,11,Tamil Nadu,Coimbatore,71.66,40.16,64.19,40.16
87,2001,11,Tamil Nadu,Coimbatore,70.47,38.03,66.14,38.03
87,2002,11,Tamil Nadu,Coimbatore,78.56,37.5,69.48,37.5
87,2003,11,Tamil Nadu,Coimbatore,78.93,37.64,65.98,37.64
87,2004,11,Tamil Nadu,Coimbatore,74.28,37.48,67.55,37.48
87,2005,11,Tamil Nadu,Coimbatore,81.52,48.15,75.82,48.15
87,2006,11,Tamil Nadu,Coimbatore,94.67,57.14,82.19,57.14
87,2007,11,Tamil Nadu,Coimbatore,114.11,51.52,97.1,51.52
87,2008,11,Tamil Nadu,Coimbatore,120.02,59.98,120.93,59.98
87,2009,11,Tamil Nadu,Coimbatore,123.81,69.05,129.55,69.05
87,2012,11,Tamil Nadu,Coimbatore,600,-1,245.4,-1
87,2013,11,Tamil Nadu,Coimbatore,241.67,141,253.21,141
87,2014,11,Tamil Nadu,Coimbatore,-1,-1,303,-1
87,2015,11,Tamil Nadu,Coimbatore,-1,-1,334.5,-1
88,2000,11,Tamil Nadu,Tiruchirapalli / Trichy,54.19,37.41,64.19,37.41
88,2001,11,Tamil Nadu,Tiruchirapalli / Trichy,57.45,35.09,66.14,35.09
88,2002,11,Tamil Nadu,Tiruchirapalli / Trichy,50.52,35.31,69.48,35.31
88,2003,11,Tamil Nadu,Tiruchirapalli / Trichy,51.74,28.07,65.98,28.07
88,2004,11,Tamil Nadu,Tiruchirapalli / Trichy,56.91,30.45,67.55,30.45
88,2005,11,Tamil Nadu,Tiruchirapalli / Trichy,70.27,39.68,75.82,39.68
88,2006,11,Tamil Nadu,Tiruchirapalli / Trichy,77.25,59.34,82.19,59.34
88,2007,11,Tamil Nadu,Tiruchirapalli / Trichy,79.21,44.5,97.1,44.5
88,2008,11,Tamil Nadu,Tiruchirapalli / Trichy,149.62,69.22,120.93,69.22
88,2009,11,Tamil Nadu,Tiruchirapalli / Trichy,101.97,69.9,129.55,69.9
88,2012,11,Tamil Nadu,Tiruchirapalli / Trichy,300,-1,245.4,-1
88,2013,11,Tamil Nadu,Tiruchirapalli / Trichy,-1,-1,253.21,-1
88,2014,11,Tamil Nadu,Tiruchirapalli / Trichy,-1,-1,303,-1
88,2015,11,Tamil Nadu,Tiruchirapalli / Trichy,-1,-1,334.5,-1
89,2000,11,Tamil Nadu,Thanjavur,63.25,52.63,64.19,52.63
